Order ID;Order Key;Returned Indicator;Ship Mode;Order Priority
CA-2012-BP11095140-41261;448;Returned;First Class;Medium
CA-2012-BP11230140-41018;449;Not Returned;Standard Class;Medium
CA-2012-BP11290140-41184;450;Not Returned;Second Class;Medium
CA-2012-BS11365140-41170;451;Not Returned;Same Day;High
CA-2012-BS11590140-40923;452;Not Returned;First Class;High
CA-2012-BS11590140-41145;453;Not Returned;Standard Class;Medium
CA-2012-BS11590140-41247;454;Not Returned;Standard Class;Medium
CA-2012-BS11665140-41082;455;Not Returned;Standard Class;High
CA-2012-BS11755140-41046;456;Returned;Standard Class;Medium
CA-2012-BS11755140-41123;457;Not Returned;First Class;High
CA-2012-BT11305140-41023;458;Not Returned;Standard Class;High
CA-2012-BT11395140-41209;459;Not Returned;Standard Class;High
CA-2012-BT11440140-41063;460;Not Returned;Standard Class;Medium
CA-2012-BT11440140-41235;461;Not Returned;Standard Class;Medium
CA-2012-BT11530140-41049;462;Not Returned;Standard Class;Medium
CA-2012-BT11530140-41264;463;Not Returned;Standard Class;Medium
CA-2012-BT11680140-41240;464;Not Returned;Standard Class;High
CA-2012-BW11065140-41053;465;Not Returned;Standard Class;Medium
CA-2012-BW111023-41084;466;Not Returned;First Class;Critical
CA-2012-BW11200140-41132;467;Not Returned;Standard Class;High
CA-2012-CA11965140-40935;468;Not Returned;First Class;High
CA-2012-CA12265140-40992;469;Not Returned;Standard Class;Medium
CA-2012-CA12775140-41087;470;Not Returned;Standard Class;High
CA-2012-CA12775140-41165;471;Not Returned;Second Class;High
CA-2012-CB12025140-40988;472;Not Returned;Standard Class;High
CA-2012-CB12025140-41229;473;Not Returned;Standard Class;Medium
CA-2012-CC12100140-41258;474;Not Returned;First Class;High
CA-2012-CC12145140-41109;475;Not Returned;First Class;Medium
CA-2012-CC12220140-41160;476;Not Returned;Second Class;High
CA-2012-CC12220140-41185;477;Not Returned;First Class;Critical
CA-2012-CC12220140-41226;478;Not Returned;Standard Class;Medium
CA-2012-CC12610140-41147;479;Not Returned;First Class;Critical
CA-2012-CC12670140-41265;480;Not Returned;Second Class;High
CA-2012-CC222023-41083;481;Not Returned;First Class;Medium
CA-2012-CC247523-41031;482;Returned;Standard Class;Medium
CA-2012-CD11920140-40991;483;Not Returned;Standard Class;High
CA-2012-CD12790140-40942;484;Not Returned;Standard Class;Medium
CA-2012-CD12790140-41269;485;Not Returned;Standard Class;Medium
CA-2012-CK12205140-40978;486;Not Returned;Second Class;Medium
CA-2012-CK12205140-41075;487;Not Returned;Standard Class;Medium
CA-2012-CK12205140-41117;488;Not Returned;Same Day;High
CA-2012-CK12325140-41061;489;Not Returned;Standard Class;Medium
CA-2012-CK12595140-41268;490;Not Returned;Standard Class;Medium
CA-2012-CK12760140-40947;491;Not Returned;Standard Class;Medium
CA-2012-CK12760140-41251;492;Not Returned;Standard Class;Medium
CA-2012-CL12565140-40971;493;Not Returned;Same Day;High
CA-2012-CL12565140-41101;494;Not Returned;Standard Class;Medium
CA-2012-CL12565140-41153;495;Not Returned;First Class;High
CA-2012-CL12565140-41161;496;Not Returned;Standard Class;Medium
CA-2012-CM11815140-41226;497;Returned;First Class;Medium
CA-2012-CM11815140-41273;498;Returned;Standard Class;Medium
CA-2012-CM12445140-41068;499;Not Returned;Standard Class;Low
CA-2012-CM12715140-40974;500;Not Returned;Standard Class;Medium
CA-2012-CM12715140-41177;501;Returned;Standard Class;Medium
CA-2012-CM12715140-41191;502;Not Returned;Standard Class;Medium
CA-2012-Co12640140-41241;503;Not Returned;Standard Class;Low
CA-2012-Co12640140-41269;504;Not Returned;Standard Class;Medium
CA-2012-CP12085140-41246;505;Not Returned;Standard Class;High
CA-2012-CR12625140-41060;506;Not Returned;Standard Class;Medium
CA-2012-CR12730140-41140;507;Not Returned;Second Class;Medium
CA-2012-CS11845140-41256;508;Not Returned;First Class;Medium
CA-2012-CS11860140-41030;509;Not Returned;Second Class;Critical
CA-2012-CS12130140-41125;510;Not Returned;Standard Class;Medium
CA-2012-CS12175140-41132;511;Not Returned;Standard Class;High
CA-2012-CS12250140-40922;512;Not Returned;Second Class;Critical
CA-2012-CS12250140-41240;513;Not Returned;Second Class;Critical
CA-2012-CS12355140-41135;514;Not Returned;First Class;High
CA-2012-CS12400140-41177;515;Not Returned;Standard Class;Medium
CA-2012-CS12505140-40993;516;Not Returned;Second Class;High
CA-2012-CS195023-41049;517;Not Returned;Standard Class;Medium
CA-2012-CT11995140-41035;518;Not Returned;Standard Class;High
CA-2012-CT11995140-41262;519;Not Returned;First Class;High
CA-2012-CV12295140-41153;520;Not Returned;Second Class;Medium
CA-2012-CW11905140-41068;521;Not Returned;Second Class;Medium
CA-2012-DA13450140-41177;522;Not Returned;Standard Class;Medium
CA-2012-DB12910140-41205;523;Not Returned;Standard Class;Medium
CA-2012-DB13060140-40968;524;Not Returned;Second Class;Medium
CA-2012-DB13060140-41080;525;Not Returned;Standard Class;High
CA-2012-DB13270140-40944;526;Not Returned;Standard Class;High
CA-2012-DB13360140-41231;527;Returned;Second Class;Medium
CA-2012-DB13555140-41019;528;Not Returned;Standard Class;Medium
CA-2012-DB13555140-41171;529;Not Returned;Standard Class;Medium
CA-2012-DB13555140-41192;530;Not Returned;Standard Class;High
CA-2012-DB13615140-41181;531;Not Returned;Standard Class;High
CA-2012-DB13660140-41076;532;Not Returned;Standard Class;Medium
CA-2012-DC12850140-41164;533;Not Returned;Standard Class;Medium
CA-2012-DC13285140-41271;534;Not Returned;Standard Class;Medium
CA-2012-DD13570140-41272;535;Not Returned;First Class;Medium
CA-2012-DE13255140-41142;536;Not Returned;Second Class;High
CA-2012-DE13255140-41217;537;Not Returned;Standard Class;Medium
CA-2012-DF13135140-41185;538;Not Returned;Standard Class;High
CA-2012-DG13300140-41213;539;Not Returned;Standard Class;High
CA-2012-DH13075140-41233;540;Not Returned;Standard Class;Medium
CA-2012-DH13675140-41132;541;Not Returned;Standard Class;High
CA-2012-DH13675140-41240;542;Not Returned;Same Day;Medium
CA-2012-DJ13420140-41250;543;Not Returned;Standard Class;Medium
CA-2012-DJ13510140-41137;544;Not Returned;Standard Class;Medium
CA-2012-DK12835140-40993;545;Not Returned;Second Class;High
CA-2012-DK12985140-41236;546;Not Returned;Standard Class;High
CA-2012-DK13150140-41247;547;Not Returned;Second Class;High
CA-2012-DK13225140-40981;548;Not Returned;Standard Class;High
CA-2012-DK13375140-41158;549;Not Returned;Standard Class;Medium
CA-2012-DK337523-40975;550;Not Returned;Standard Class;Medium
CA-2012-DL12865140-41088;551;Not Returned;Standard Class;Medium
CA-2012-DL12865140-41196;552;Not Returned;Standard Class;High
CA-2012-DL13315140-40925;553;Not Returned;Second Class;Critical
CA-2012-DL13315140-40946;554;Not Returned;Second Class;Medium
CA-2012-DL13315140-40957;555;Not Returned;Standard Class;Low
CA-2012-Dl13600140-40997;556;Not Returned;Standard Class;Medium
CA-2012-Dl13600140-41090;557;Not Returned;Second Class;Medium
CA-2012-DM12955140-41181;558;Not Returned;Same Day;High
CA-2012-DM12955140-41251;559;Not Returned;Standard Class;Medium
CA-2012-DM13015140-41165;560;Not Returned;Same Day;High
CA-2012-DM13345140-41215;561;Not Returned;Second Class;Medium
CA-2012-DM13345140-41224;562;Not Returned;Second Class;Medium
CA-2012-DM13525140-41094;563;Not Returned;First Class;High
CA-2012-DN13690140-41171;564;Not Returned;Standard Class;Medium
CA-2012-DN13690140-41189;565;Not Returned;Second Class;Medium
CA-2012-DN13690140-41193;566;Not Returned;Standard Class;Medium
CA-2012-DO13435140-41184;567;Not Returned;Same Day;High
CA-2012-DP13000140-40912;568;Not Returned;Standard Class;High
CA-2012-DP13000140-41224;569;Not Returned;Standard Class;Medium
CA-2012-DP13165140-41244;570;Returned;First Class;High
CA-2012-Dp13240140-41054;571;Not Returned;First Class;High
CA-2012-Dp13240140-41192;572;Not Returned;Standard Class;Medium
CA-2012-DP13390140-41094;573;Not Returned;Standard Class;Medium
CA-2012-DP13390140-41159;574;Not Returned;Standard Class;Medium
CA-2012-DP13390140-41263;575;Not Returned;Standard Class;Low
CA-2012-DP300023-41177;576;Not Returned;Second Class;Medium
CA-2012-DR12940140-40995;577;Not Returned;Standard Class;High
CA-2012-DS13030140-41098;578;Not Returned;Standard Class;Medium
CA-2012-DS13180140-41026;579;Not Returned;Standard Class;Medium
CA-2012-DV13465140-41081;580;Not Returned;First Class;Medium
CA-2012-DW13195140-40927;581;Not Returned;Second Class;High
CA-2012-DW13195140-41094;582;Not Returned;Standard Class;Medium
CA-2012-DW13195140-41139;583;Not Returned;Second Class;Medium
CA-2012-DW13480140-41060;584;Not Returned;Second Class;Medium
CA-2012-DW13585140-41144;585;Not Returned;Second Class;High
CA-2012-DW354023-41174;586;Not Returned;Standard Class;Medium
CA-2012-EA14035140-41213;587;Not Returned;First Class;Medium
CA-2012-EA14035140-41247;588;Not Returned;Standard Class;Medium
CA-2012-EB13705140-41097;589;Not Returned;Standard Class;Medium
CA-2012-EB13705140-41257;590;Not Returned;Second Class;Medium
CA-2012-EB13840140-41058;591;Not Returned;Standard Class;Medium
CA-2012-EB13870140-41033;592;Not Returned;First Class;High
CA-2012-EB13930140-40942;593;Not Returned;Standard Class;Medium
CA-2012-EB14170140-41180;594;Not Returned;Standard Class;Medium
CA-2012-EB14170140-41198;595;Not Returned;Second Class;Critical
CA-2012-EB375023-41235;596;Not Returned;First Class;High
CA-2012-EB384023-41110;597;Not Returned;Standard Class;Medium
CA-2012-EC14050140-41259;598;Not Returned;Standard Class;Medium
CA-2012-ED13885140-41129;599;Not Returned;Standard Class;Medium
CA-2012-ED13885140-41235;600;Not Returned;Standard Class;Low
CA-2012-EH13765140-41010;601;Not Returned;Standard Class;Low
CA-2012-EH13765140-41199;602;Returned;Standard Class;High
CA-2012-EH13945140-41091;603;Not Returned;Standard Class;Medium
CA-2012-EH13990140-40924;604;Not Returned;First Class;Critical
CA-2012-EH13990140-41051;605;Not Returned;Standard Class;High
CA-2012-EH13990140-41236;606;Not Returned;Second Class;Critical
CA-2012-EH14005140-41041;607;Not Returned;First Class;Critical
CA-2012-EH14005140-41249;608;Not Returned;First Class;Critical
CA-2012-EH14125140-41200;609;Not Returned;Standard Class;Medium
CA-2012-EH14185140-41050;610;Not Returned;Standard Class;Medium
CA-2012-EH14185140-41206;611;Not Returned;Standard Class;Medium
CA-2012-EH14185140-41234;612;Not Returned;First Class;Critical
CA-2012-EH394523-41019;613;Not Returned;Standard Class;Medium
CA-2012-EJ13720140-41258;614;Returned;Standard Class;Medium
CA-2012-EJ14155140-40970;615;Not Returned;Standard Class;Medium
CA-2012-EK13795140-40985;616;Not Returned;Second Class;Critical
CA-2012-EM13825140-41244;617;Not Returned;Standard Class;Medium
CA-2012-EM14065140-41111;618;Not Returned;Standard Class;High
CA-2012-EM14140140-41108;619;Not Returned;Standard Class;Medium
CA-2012-EM406523-41131;620;Not Returned;Same Day;Medium
CA-2012-EP13915140-41095;621;Not Returned;First Class;Medium
CA-2012-ES14020140-41171;622;Not Returned;Standard Class;Medium
CA-2012-ES14080140-41183;623;Not Returned;First Class;High
CA-2012-FA14230140-41170;624;Not Returned;Standard Class;Medium
CA-2012-FG14260140-41049;625;Not Returned;Standard Class;Medium
CA-2012-FG14260140-41229;626;Not Returned;Second Class;High
CA-2012-FH14275140-41004;627;Not Returned;Second Class;High
CA-2012-FH14275140-41202;628;Not Returned;Standard Class;Medium
CA-2012-FH14365140-41201;629;Not Returned;First Class;High
CA-2012-FM14215140-40978;630;Not Returned;Second Class;High
CA-2012-FM14215140-41072;631;Not Returned;Standard Class;High
CA-2012-FM14290140-41146;632;Not Returned;Standard Class;Medium
CA-2012-FO14305140-41068;633;Not Returned;Second Class;Critical
CA-2012-FP14320140-41249;634;Not Returned;First Class;Medium
CA-2012-FP14320140-41251;635;Returned;Standard Class;Medium
CA-2012-GA14515140-41046;636;Not Returned;Second Class;Medium
CA-2012-GA14515140-41218;637;Not Returned;Standard Class;Medium
CA-2012-GA14725140-40951;638;Not Returned;Second Class;Medium
CA-2012-GA14725140-40997;639;Not Returned;Standard Class;Medium
CA-2012-GA14725140-41272;640;Not Returned;Standard Class;High
CA-2012-GB14530140-41026;641;Not Returned;Standard Class;Medium
CA-2012-GD14590140-41033;642;Not Returned;First Class;High
CA-2012-GG14650140-41212;643;Not Returned;Standard Class;High
CA-2012-GH14410140-41098;644;Not Returned;Standard Class;High
CA-2012-GH14410140-41123;645;Not Returned;Second Class;High
CA-2012-GH14425140-41076;646;Not Returned;Standard Class;Medium
CA-2012-GK14620140-41084;647;Not Returned;Second Class;High
CA-2012-GM14440140-41263;648;Not Returned;Standard Class;Medium
CA-2012-GM14455140-41009;649;Not Returned;Second Class;High
CA-2012-GM14500140-41129;650;Not Returned;Standard Class;High
CA-2012-GM14680140-41038;651;Not Returned;Standard Class;Medium
CA-2012-GM14680140-41131;652;Not Returned;Standard Class;Medium
CA-2012-GM14695140-41003;653;Not Returned;Second Class;High
CA-2012-GP14740140-41004;654;Not Returned;Standard Class;High
CA-2012-GR14560140-41233;655;Not Returned;Standard Class;Medium
CA-2012-GT14635140-41065;656;Not Returned;Standard Class;Medium
CA-2012-GT14710140-41229;657;Not Returned;Standard Class;Medium
CA-2012-GW14605140-40968;658;Not Returned;Standard Class;Medium
CA-2012-GW14605140-41116;659;Not Returned;Second Class;Critical
CA-2012-GZ14470140-41125;660;Not Returned;Standard Class;Medium
CA-2012-GZ14470140-41159;661;Not Returned;Standard Class;Medium
CA-2012-GZ14545140-41179;662;Not Returned;Standard Class;Medium
CA-2012-GZ447023-41012;663;Not Returned;Standard Class;Low
CA-2012-HA14905140-41089;664;Not Returned;Standard Class;Medium
CA-2012-HA14920140-41192;665;Not Returned;First Class;High
CA-2012-HD14785140-41039;666;Not Returned;Standard Class;High
CA-2012-HF14995140-41054;667;Not Returned;Standard Class;Medium
CA-2012-HF14995140-41172;668;Not Returned;Standard Class;High
CA-2012-HG14845140-41027;669;Not Returned;Second Class;Medium
CA-2012-HG14965140-41171;670;Not Returned;Standard Class;Medium
CA-2012-HG15025140-41195;671;Not Returned;Standard Class;High
CA-2012-HH15010140-41149;672;Not Returned;Same Day;Medium
CA-2012-HK14890140-41069;673;Not Returned;Second Class;Medium
CA-2012-HL15040140-41040;674;Not Returned;First Class;Medium
CA-2012-HM14860140-41110;675;Not Returned;Standard Class;Medium
CA-2012-HP14815140-41034;676;Not Returned;Standard Class;Medium
CA-2012-HP14815140-41236;677;Returned;Standard Class;Medium
CA-2012-HR14830140-41236;678;Not Returned;Standard Class;Low
CA-2012-IG15085140-41199;679;Not Returned;Second Class;Medium
CA-2012-IL15100140-41121;680;Not Returned;First Class;High
CA-2012-IM15055140-40932;681;Returned;Standard Class;Medium
CA-2012-IM15070140-41261;682;Not Returned;Second Class;High
CA-2012-JA15970140-41168;683;Not Returned;Standard Class;Medium
CA-2012-JA15970140-41224;684;Not Returned;Standard Class;High
CA-2012-JB15925140-41247;685;Not Returned;First Class;High
CA-2012-JC15340140-40937;686;Not Returned;Standard Class;Medium
CA-2012-JC15775140-41165;687;Not Returned;Standard Class;Medium
CA-2012-JC15775140-41263;688;Not Returned;Standard Class;Medium
CA-2012-JC16105140-41230;689;Not Returned;Second Class;High
CA-2012-JD15895140-40993;690;Not Returned;Standard Class;Medium
CA-2012-JD15895140-41011;691;Not Returned;Second Class;Medium
CA-2012-JD15895140-41109;692;Not Returned;First Class;High
CA-2012-JD16015140-41185;693;Not Returned;Standard Class;Medium
CA-2012-JD16015140-41187;694;Not Returned;Standard Class;Medium
CA-2012-JD16015140-41256;695;Not Returned;Standard Class;Medium
CA-2012-JD16060140-41175;696;Not Returned;Standard Class;Medium
CA-2012-JD16150140-41228;697;Not Returned;First Class;Critical
CA-2012-JE15715140-41145;698;Not Returned;Standard Class;Medium
CA-2012-JE15745140-41081;699;Not Returned;First Class;Critical
CA-2012-JF15190140-41227;700;Not Returned;Standard Class;Medium
CA-2012-JF15295140-40981;701;Not Returned;Standard Class;Medium
CA-2012-JF15415140-41076;702;Not Returned;Second Class;High
CA-2012-JF15490140-41200;703;Not Returned;Same Day;Critical
CA-2012-JG15115140-41189;704;Returned;Same Day;Medium
CA-2012-JG15160140-41058;705;Not Returned;Standard Class;Low
CA-2012-JG15160140-41080;706;Not Returned;Same Day;Critical
CA-2012-JG15805140-41003;707;Not Returned;First Class;Medium
CA-2012-JG15805140-41188;708;Not Returned;Standard Class;Medium
CA-2012-JG15805140-41230;709;Not Returned;Second Class;High
CA-2012-JH15985140-41129;710;Not Returned;Standard Class;Medium
CA-2012-JH543023-41184;711;Not Returned;Same Day;High
CA-2012-JK15205140-41100;712;Not Returned;First Class;Medium
CA-2012-JK15625140-41059;713;Not Returned;Standard Class;Medium
CA-2012-JK15625140-41088;714;Not Returned;Standard Class;Medium
CA-2012-JK15625140-41139;715;Not Returned;Standard Class;Medium
CA-2012-JK15625140-41250;716;Not Returned;Second Class;High
CA-2012-JK15640140-41170;717;Not Returned;Same Day;High
CA-2012-JK15640140-41174;718;Not Returned;Standard Class;Medium
CA-2012-JK15730140-41230;719;Not Returned;First Class;Medium
CA-2012-JK15730140-41243;720;Not Returned;Second Class;Medium
CA-2012-JK16120140-41214;721;Not Returned;Standard Class;Medium
CA-2012-JK609023-41211;722;Not Returned;Standard Class;High
CA-2012-JL15130140-41107;723;Not Returned;Standard Class;Medium
CA-2012-JL15130140-41152;724;Not Returned;First Class;High
CA-2012-JL15505140-41226;725;Not Returned;Standard Class;Medium
CA-2012-JL15505140-41242;726;Not Returned;Standard Class;High
CA-2012-JL15835140-41016;727;Not Returned;Standard Class;High
CA-2012-JL15835140-41170;728;Not Returned;Standard Class;High
CA-2012-JM15265140-41145;729;Not Returned;Standard Class;High
CA-2012-JM15535140-41164;730;Not Returned;First Class;High
CA-2012-JM15655140-41006;731;Not Returned;Standard Class;Medium
CA-2012-JM15865140-41231;732;Not Returned;Standard Class;High
CA-2012-JM16195140-41028;733;Not Returned;First Class;Critical
CA-2012-JM16195140-41153;734;Not Returned;First Class;High
CA-2012-JO15145140-40915;735;Not Returned;First Class;Critical
CA-2012-JO15145140-41115;736;Not Returned;Standard Class;Low
CA-2012-JO15145140-41213;737;Not Returned;Standard Class;Low
CA-2012-JO15145140-41239;738;Not Returned;Standard Class;Medium
CA-2012-JO15280140-40998;739;Not Returned;Same Day;High
CA-2012-JO15280140-41257;740;Not Returned;Second Class;Medium
CA-2012-JP15460140-41144;741;Not Returned;First Class;Medium
